segment_id,pnr,flight_no,flight_date,origin_iata,destination_iata,departure_time,arrival_time,segment_order
95f17dab-3492-3a6e-8c8a-099f68eaad6f,5UNMXP,F2-134,2026-07-10,ASV,WIL,09:30,10:10,1
8da888c2-b78a-4f18-e8d4-4638359b9e1f,Y4T2KT,F2-188,2026-08-02,EBB,WIL,09:00,10:45,1
783cc969-c348-4910-4f7e-2db2cea77734,99MVMM,F2-102,2026-05-28,WIL,OLX,07:30,08:15,1
f6bdbf6a-994a-2026-4319-43f4009bd913,EVTKU6,F2-130,2026-07-01,OSE,WIL,09:00,09:48,1
52b471bb-0815-afa1-8d46-708f52660989,EGBSLF,F2-166,2026-08-19,WIL,MBA,07:15,08:10,1
598345b0-2b63-89b1-40ac-81f49aca7b76,ZJS2CW,F2-180,2026-09-08,KIS,WIL,09:15,10:10,1
49490c07-b659-3d28-6f53-3b6b8629e3c6,VXWFA3,F2-162,2026-06-05,WIL,UKA,10:15,11:05,1
75ca5e00-b8a8-7050-a54c-8d7b1fa1fd6f,4GR2UR,F2-144,2026-05-29,WIL,LSB,07:15,08:10,1
8d1b32dc-b59e-e566-7043-9c5d1b113adc,H5LVY3,F2-134,2026-07-27,ASV,WIL,09:30,10:10,1
237dd16e-64f5-abf0-4abe-776acc3f0f02,JBFFBA,F2-158,2026-08-18,KIU,WIL,09:45,10:30,1
029209e7-4b9e-7646-09bf-03c39a2df7dd,PRCPYA,F2-154,2026-05-06,NVA,WIL,09:15,09:40,1
62745a22-354b-ec1d-5c51-921cfceeee49,GZ5DNR,F2-130,2026-08-26,OSE,WIL,09:00,09:48,1
c51ed2bf-8644-5d56-5e15-70f356f5e362,8DEXAM,F2-170,2026-06-22,WIL,MYD,07:45,08:50,1
c5a7391b-046a-2ec2-8272-79295419c3a5,CVR7Z2,F2-188,2026-04-24,EBB,WIL,09:00,10:45,1
555100fc-705c-2a2f-4691-ab143a85113a,SXJGCN,F2-184,2026-04-14,ZNZ,WIL,09:00,10:50,1
bbf943c7-4979-1e8b-9bb9-e4a061d6a6e9,GJ2BGF,F2-138,2026-05-07,UAS,WIL,09:45,10:45,1
8e496236-086e-f674-9ca1-cf0474c4a0b6,3EHR22,F2-112,2026-06-07,KEU,WIL,09:00,09:50,1
49030d97-d71d-f4ad-4d52-e808d50f9c57,5GKA6H,F2-130,2026-07-20,OSE,WIL,09:00,09:48,1
17aab946-25fb-5e07-775d-c669f64f8568,6VZ8MC,F2-164,2026-04-18,UKA,WIL,09:00,09:50,1
5c14aee7-9df1-ad28-68de-8a840b9164c1,LQHCGA,F2-132,2026-06-22,WIL,ASV,07:45,08:25,1
fcc94fdb-a22f-c867-3115-15edf2b6ad8d,7T4L5R,F2-122,2026-07-17,KTJ,WIL,09:00,09:50,1
40e48467-cfb8-c533-0c06-70310396ef99,8JDYRM,F2-140,2026-06-01,WIL,LKU,07:30,08:20,1
dfd6ae2e-775d-c10d-f228-05a491532a91,YQGMYP,F2-194,2026-07-18,WIL,ARK,07:15,08:35,1
4026aaf2-9a1c-bb35-1c99-ad81e69b2275,J2NEEB,F2-162,2026-08-14,WIL,UKA,10:15,11:05,1
9118cca5-d5e7-21b7-4bce-d41f6266c380,S4LTJS,F2-168,2026-05-11,MBA,WIL,09:45,10:40,1
aa0cb720-50b1-85f1-fe87-eae9ea2e0e42,XTP8CN,F2-116,2026-07-30,WIL,MRE,10:15,11:10,1
f65036ba-67b0-d7c7-7ab7-bea2fbc6a868,DD82F7,F2-180,2026-07-07,KIS,WIL,09:15,10:10,1
a272c22c-b21f-edcb-15a4-dcd3f7255573,346LYC,F2-168,2026-07-06,MBA,WIL,09:45,10:40,1
a0878a5e-061e-24e3-ef38-aa5937dbfb0c,32N7Q6,F2-114,2026-05-04,WIL,MRE,07:30,08:25,1
2269161d-42b8-d2f1-dc77-17c64bef77d3,EC2GM8,F2-176,2026-06-08,LAU,WIL,09:30,10:50,1
e3e3a3aa-00b2-6386-445d-4070d0836df1,WUACDU,F2-170,2026-08-28,WIL,MYD,07:45,08:50,1
70f6339e-b107-51b0-5408-6a9b8fd89ce2,FMMS6S,F2-112,2026-06-24,KEU,WIL,09:00,09:50,1
8aa094fb-620a-95bf-935c-10fb7a8c6d37,UJFUHV,F2-178,2026-07-28,WIL,KIS,07:30,08:25,1
68f606f1-834f-35b4-4802-437eb743cf09,S4NRVN,F2-144,2026-07-05,WIL,LSB,07:15,08:10,1
baac16ee-a3c9-2e49-4bfc-bca1a545453c,AY37XV,F2-144,2026-05-25,WIL,LSB,07:15,08:10,1
185d0658-e5d6-1c05-ed6a-d6b6df8d136b,TZ9WNH,F2-194,2026-05-06,WIL,ARK,07:15,08:35,1
eb00ea55-27ad-f030-49e8-2bd42bcce3c6,2G558A,F2-160,2026-08-08,WIL,UKA,07:00,07:50,1
df73b45d-8195-3e18-99bb-47f50b42754e,JPQHSQ,F2-168,2026-07-10,MBA,WIL,09:45,10:40,1
4da9c0e6-09bb-3ed0-6c0f-f85a5f8c0b6d,A3FSCA,F2-126,2026-05-24,MNA,WIL,09:30,10:20,1
2b4d3e42-1cb2-40c4-e379-f93a2bedb5e8,3TGV7W,F2-158,2026-08-07,KIU,WIL,09:45,10:30,1
7351f9d3-c023-96c5-f7d1-6af293f783ed,T57VNZ,F2-132,2026-08-04,WIL,ASV,07:45,08:25,1
78e92e88-8a92-4a2f-5caa-2d3c31cbcad0,2KDB3E,F2-168,2026-09-09,MBA,WIL,09:45,10:40,1
706c77c7-20fa-ef75-320b-924995c823b8,GJSSQY,F2-130,2026-08-19,OSE,WIL,09:00,09:48,1
87847146-4aba-0d8e-7d16-0d82c0c06a58,3XPRTQ,F2-154,2026-05-29,NVA,WIL,09:15,09:40,1
56615e94-0428-382d-2148-d6004b09a5aa,VT2EQN,F2-172,2026-05-01,MYD,WIL,09:15,10:20,1
19e3ecfd-7556-f34f-48eb-71ad365f1a33,5UT4GK,F2-134,2026-07-22,ASV,WIL,09:30,10:10,1
4b848c13-2404-d5bf-4334-5f58a8da271c,4V46PX,F2-182,2026-09-05,WIL,ZNZ,07:30,09:20,1
383db810-d55d-bd5d-9a0e-5f7c8b213d17,CVCSRQ,F2-152,2026-06-05,WIL,NVA,07:30,07:55,1
92e70c50-a340-8d39-7950-4a37e7380a0f,GHCKRQ,F2-176,2026-05-03,LAU,WIL,09:30,10:50,1
96aa11c5-6bc9-ba66-a6d2-c52f153e56ec,KDHUMB,F2-118,2026-06-29,MRE,WIL,09:45,10:40,1
dc00336f-99a6-b567-0d64-02762ba47d1c,JBWT4M,F2-108,2026-07-10,WIL,KEU,07:45,08:35,1
250fdeb7-c1a3-12d6-7450-bec75816174f,9M645C,F2-114,2026-07-29,WIL,MRE,07:30,08:25,1
7dc84476-cd13-bb30-e940-79f4b7d13c81,2PL3FS,F2-170,2026-09-05,WIL,MYD,07:45,08:50,1
e6f3ded4-b7f7-cd2f-b116-e537613feb69,P26R5B,F2-180,2026-08-13,KIS,WIL,09:15,10:10,1
65ec7391-2363-3cfd-1d7d-118be85b497b,N8Z88M,F2-182,2026-07-23,WIL,ZNZ,07:30,09:20,1
d7c000b9-81c7-0b00-2321-0c153112f509,9P6DQ8,F2-164,2026-07-08,UKA,WIL,09:00,09:50,1
c5e1a7ff-3543-c9e7-ed79-7d7040676d72,YTBSK5,F2-148,2026-07-06,WIL,NYK,07:15,07:50,1
e7304e87-da6f-6699-935f-9938e9fc3804,YMKU2V,F2-182,2026-06-19,WIL,ZNZ,07:30,09:20,1
e12bc11d-9839-8279-314a-b320cb7fa3c8,D7ZMWK,F2-170,2026-07-19,WIL,MYD,07:45,08:50,1
132572da-4fa5-6f33-4d77-47cee448ffe9,HQCHDJ,F2-182,2026-07-25,WIL,ZNZ,07:30,09:20,1
4e8daf62-1d30-e405-b06d-79fe839743ae,NC49SA,F2-156,2026-06-24,WIL,KIU,07:00,07:45,1
cba9b205-b79b-b82c-3c75-91bbbe9a8e05,UBE9MG,F2-186,2026-07-05,WIL,EBB,07:45,09:30,1
631487ed-cee9-7d6d-ebaf-a18f26a95dcd,WAZBHN,F2-140,2026-08-09,WIL,LKU,07:30,08:20,1
075802fa-8e2c-94d9-b223-828d55c09e3b,LGZD2V,F2-160,2026-06-07,WIL,UKA,07:00,07:50,1
e557e029-5e50-20ae-fc1c-238a2b8a10d2,SA67NL,F2-114,2026-04-13,WIL,MRE,07:30,08:25,1
3abb2cc5-510b-1963-bc9c-9637701be6ce,5G5396,F2-108,2026-06-05,WIL,KEU,07:45,08:35,1
83f80f9b-2418-63fd-d657-eb5e4094a37a,TZCT3B,F2-152,2026-08-12,WIL,NVA,07:30,07:55,1
c61eaa69-dc3c-956a-77d3-612c0b63ced4,J7PQL8,F2-150,2026-07-28,NYK,WIL,09:15,09:50,1
488a89b6-6627-ceab-5817-0de3a7b9bf1e,ULQPBU,F2-148,2026-06-24,WIL,NYK,07:15,07:50,1
4b9df9c9-5476-8f25-c0b9-649ba65bb8c5,HH7GRB,F2-190,2026-06-25,WIL,JRO,07:45,09:00,1
15dd65a2-5065-fdc7-ff64-a0484334c2f3,MVDWAZ,F2-190,2026-05-13,WIL,JRO,07:45,09:00,1
4c8f8e5b-f611-1d36-1f96-633c03c8d3e6,YQMAKZ,F2-186,2026-05-02,WIL,EBB,07:45,09:30,1
2750be08-481d-a919-8e72-b0162a409635,XMYNZ9,F2-150,2026-08-22,NYK,WIL,09:15,09:50,1
fd19f686-c519-b951-c96d-8b5a0dc67f68,BEA73Y,F2-192,2026-07-24,JRO,WIL,09:30,10:45,1
0ef11b32-13ea-3d2e-d4d7-d6efb795a49f,95GNWS,F2-150,2026-06-01,NYK,WIL,09:15,09:50,1
507351c5-7c12-4516-7b55-fe5e43f90f48,RRFU6P,F2-194,2026-07-31,WIL,ARK,07:15,08:35,1
7c920e4e-6ef3-d2fd-5a46-ee5c41786109,EL58K6,F2-156,2026-04-20,WIL,KIU,07:00,07:45,1
ac1a88f2-c0e0-26f5-d26a-9c06998e7e1d,4WNHL6,F2-126,2026-04-26,MNA,WIL,09:30,10:20,1
19809f40-5262-fb59-b05a-8b185fccaaee,GLYVU2,F2-164,2026-04-16,UKA,WIL,09:00,09:50,1
d953859d-77c5-f1f4-b6e7-19aa6aa8ea31,2NNUP6,F2-146,2026-04-17,LSB,WIL,09:00,09:55,1
759d7ac3-0eb8-a384-060c-da5cbaf0b075,BJL7KC,F2-178,2026-08-02,WIL,KIS,07:30,08:25,1
59233a46-c937-2e37-3acb-d522d3c5961e,YVN2T4,F2-176,2026-08-03,LAU,WIL,09:30,10:50,1
5d837fc6-fffd-b1ac-d8d3-de2a48f2d0e0,XLQVZN,F2-136,2026-05-25,WIL,UAS,07:00,08:00,1
616e2ef2-79e3-7b4d-0bcf-d3e02e78fef7,9H789L,F2-184,2026-07-21,ZNZ,WIL,09:00,10:50,1
0e2f46fa-3083-e4d6-eed3-174046c3cd29,D74L8Q,F2-114,2026-09-01,WIL,MRE,07:30,08:25,1
a14bd2e6-ea6d-57f4-c24b-1703654f7a5e,CPW4G9,F2-194,2026-05-01,WIL,ARK,07:15,08:35,1
13dc1ab7-13a0-7087-7b04-58c75c2bc5a2,LZTKRY,F2-148,2026-07-03,WIL,NYK,07:15,07:50,1
ee56f8ad-9e59-9c10-63b2-f57e5b61119f,HWQVGA,F2-146,2026-04-22,LSB,WIL,09:00,09:55,1
7f394a53-3c0c-1ef3-b225-67ea58ea72f1,9YDN7R,F2-190,2026-07-19,WIL,JRO,07:45,09:00,1
a9fe181e-3cf5-2c46-c049-1fdf7c3f4057,828R8M,F2-126,2026-06-09,MNA,WIL,09:30,10:20,1
a236b29b-967c-b8dc-f898-fc50d7e06a99,GBP5DS,F2-104,2026-07-05,WIL,OLX,10:15,11:00,1
9daa95b3-996d-9677-4e99-9f548b1717ec,R3PG5E,F2-162,2026-05-03,WIL,UKA,10:15,11:05,1
54ddf19b-9e48-a4a2-2929-068e7fd60730,4SHBD6,F2-190,2026-05-01,WIL,JRO,07:45,09:00,1
353e023d-d09c-42e5-28a1-83868b61e2f3,7SS2AH,F2-166,2026-07-10,WIL,MBA,07:15,08:10,1
19c2c72b-d4a2-5bf5-af0a-087f2e6b0b48,YNUXW3,F2-162,2026-06-17,WIL,UKA,10:15,11:05,1
ce8168c2-2909-6a68-1c41-e833889b63bd,37XHBZ,F2-134,2026-07-09,ASV,WIL,09:30,10:10,1
57470b92-69d4-e306-8fa8-145b60705314,64KXQ8,F2-186,2026-09-05,WIL,EBB,07:45,09:30,1
1e3feed0-76cd-107c-42cf-0d25a8a19249,Y7LYFJ,F2-176,2026-05-10,LAU,WIL,09:30,10:50,1
26244344-4ebf-b788-68dd-ea896ae8665f,J74TN7,F2-140,2026-07-20,WIL,LKU,07:30,08:20,1
380bccdb-052a-0ccc-1519-fba861f2250e,E7WHFS,F2-148,2026-07-12,WIL,NYK,07:15,07:50,1
eb9210c5-17d5-559c-3d09-0087843640c1,TVUJTH,F2-164,2026-09-03,UKA,WIL,09:00,09:50,1
83391cfc-22e3-aaa3-5ff6-57a9a7fc8b48,W7BSTE,F2-150,2026-05-15,NYK,WIL,09:15,09:50,1
92f482a7-e8f9-1b49-e8bb-60c661b465eb,W8FYDC,F2-180,2026-07-15,KIS,WIL,09:15,10:10,1
66a25fea-764f-d946-ce2f-55e2fa28d658,RXPFG9,F2-162,2026-06-24,WIL,UKA,10:15,11:05,1
593ebda6-edf3-73c8-bcab-9d30c6366614,T2NMZR,F2-108,2026-06-14,WIL,KEU,07:45,08:35,1
0c7ea7ca-0ec9-6ef9-d395-e9cbc9126b94,WJRBG7,F2-188,2026-06-24,EBB,WIL,09:00,10:45,1
1694557c-691e-63c7-6536-d37fcd294851,DXJPBP,F2-134,2026-07-11,ASV,WIL,09:30,10:10,1
948be786-04a6-a7e7-b056-d7449a1a7707,5YJ4YZ,F2-134,2026-07-05,ASV,WIL,09:30,10:10,1
d8d2684d-236d-a974-0ea7-954912451660,UJV9W6,F2-164,2026-06-08,UKA,WIL,09:00,09:50,1
d3933fd0-8bda-df7b-1b28-d891444a8c16,59BT2D,F2-148,2026-07-02,WIL,NYK,07:15,07:50,1
94265ae9-c06e-9f33-82b3-7af77a7163e4,HZCSP3,F2-126,2026-08-03,MNA,WIL,09:30,10:20,1
31eaa86e-8cfd-d67b-437a-2f23b3f6a416,3AV7UT,F2-118,2026-07-06,MRE,WIL,09:45,10:40,1
41455499-f18d-643a-378f-f5e1541f02e1,8EPW5M,F2-148,2026-05-29,WIL,NYK,07:15,07:50,1
92b0a49e-7155-72dd-6562-d31d206e14d6,VCQPJG,F2-148,2026-05-21,WIL,NYK,07:15,07:50,1
9b97efc4-f753-abaa-22d1-2d515b746da5,957LSV,F2-122,2026-08-14,KTJ,WIL,09:00,09:50,1
52ec94e7-c524-36ef-d754-03d81dc72549,CWCN3L,F2-174,2026-07-23,WIL,LAU,07:15,08:35,1
a3ac1a2d-64a0-fad9-1049-8a828e49d6ed,STRRTR,F2-128,2026-05-01,WIL,OSE,07:45,08:33,1
af75d9c3-a7cc-88f8-a3f7-4e9fc9326439,CUM5MQ,F2-162,2026-08-29,WIL,UKA,10:15,11:05,1
c5a7d461-9b45-e2e1-da95-c30e43708445,XKXMUH,F2-178,2026-08-15,WIL,KIS,07:30,08:25,1
de6af16c-57af-fa81-dfaf-4ada87ea216d,SP8X4U,F2-148,2026-07-24,WIL,NYK,07:15,07:50,1
51be2568-ce62-7d78-aebc-ffe7ca095d63,9LLGPU,F2-122,2026-07-28,KTJ,WIL,09:00,09:50,1
3e7d9500-6500-4fba-8d93-3156f270083c,2TAHFD,F2-194,2026-07-29,WIL,ARK,07:15,08:35,1
2e3c393d-3b3e-0c82-1213-45535b00b652,U6W2PP,F2-146,2026-05-02,LSB,WIL,09:00,09:55,1
cd679d1f-94fe-be24-1491-3911db8101fc,UQ9N6S,F2-140,2026-09-05,WIL,LKU,07:30,08:20,1
4b25900a-382d-d944-a139-d158d0a78470,KZYA9G,F2-132,2026-05-13,WIL,ASV,07:45,08:25,1
