order_id,account_id,contact_id,tenant_id,branch_id,order_date,status,delivery_date,subtotal,vat,total,currency
SO-2106,d1799e4c-d526-50cb-a3ed-18dbd6b1a22f,de5550e6-e029-4c9b-5d94-b2efd3504761,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2025-10-18,delivered,2025-10-20,57691.95,9230.71,66922.66,KES
SO-2107,a9d0b8b9-076f-71ce-2bc7-1816d9834567,38ba2c55-4cf7-47af-6f9f-f0271452f842,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-07-25,delivered,2026-07-27,42251.12,6760.18,49011.3,TZS
SO-2108,a9d0b8b9-076f-71ce-2bc7-1816d9834567,38ba2c55-4cf7-47af-6f9f-f0271452f842,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-06-26,delivered,2026-06-28,60645.28,9703.24,70348.52,TZS
SO-2109,a9d0b8b9-076f-71ce-2bc7-1816d9834567,38ba2c55-4cf7-47af-6f9f-f0271452f842,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-05-28,delivered,2026-05-30,71429.1,11428.66,82857.76,TZS
SO-2110,a9d0b8b9-076f-71ce-2bc7-1816d9834567,38ba2c55-4cf7-47af-6f9f-f0271452f842,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-04-29,delivered,2026-05-01,94851.68,15176.27,110027.95,TZS
SO-2111,a9d0b8b9-076f-71ce-2bc7-1816d9834567,38ba2c55-4cf7-47af-6f9f-f0271452f842,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-03-31,delivered,2026-04-02,78002.21,12480.35,90482.56,TZS
SO-2112,a9d0b8b9-076f-71ce-2bc7-1816d9834567,38ba2c55-4cf7-47af-6f9f-f0271452f842,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-03-02,delivered,2026-03-04,127173.35,20347.74,147521.09,TZS
SO-2113,a9d0b8b9-076f-71ce-2bc7-1816d9834567,38ba2c55-4cf7-47af-6f9f-f0271452f842,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-02-01,delivered,2026-02-03,22338.74,3574.2,25912.94,TZS
SO-2114,a9d0b8b9-076f-71ce-2bc7-1816d9834567,38ba2c55-4cf7-47af-6f9f-f0271452f842,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-01-03,delivered,2026-01-05,14511.35,2321.82,16833.17,TZS
SO-2115,a9d0b8b9-076f-71ce-2bc7-1816d9834567,38ba2c55-4cf7-47af-6f9f-f0271452f842,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2025-12-05,delivered,2025-12-07,77487.68,12398.03,89885.71,TZS
SO-2116,a9d0b8b9-076f-71ce-2bc7-1816d9834567,38ba2c55-4cf7-47af-6f9f-f0271452f842,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2025-11-06,delivered,2025-11-08,105234.36,16837.5,122071.86,TZS
SO-2117,a9d0b8b9-076f-71ce-2bc7-1816d9834567,38ba2c55-4cf7-47af-6f9f-f0271452f842,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2025-10-08,delivered,2025-10-10,24577.0,3932.32,28509.32,TZS
SO-2118,a9d0b8b9-076f-71ce-2bc7-1816d9834567,38ba2c55-4cf7-47af-6f9f-f0271452f842,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2025-09-09,delivered,2025-09-11,175077.36,28012.38,203089.74,TZS
SO-2119,94fe56f4-73dc-9f8d-0db4-a784e97fedc4,6744b6de-dee4-492e-125d-ec7124f182ad,sai-ke,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,2026-08-10,picking,2026-08-12,64650.91,10344.15,74995.06,KES
SO-2120,94fe56f4-73dc-9f8d-0db4-a784e97fedc4,6744b6de-dee4-492e-125d-ec7124f182ad,sai-ke,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,2026-07-16,delivered,2026-07-18,73735.06,11797.61,85532.67,KES
SO-2121,94fe56f4-73dc-9f8d-0db4-a784e97fedc4,6744b6de-dee4-492e-125d-ec7124f182ad,sai-ke,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,2026-06-21,delivered,2026-06-23,44975.46,7196.07,52171.53,KES
SO-2122,94fe56f4-73dc-9f8d-0db4-a784e97fedc4,6744b6de-dee4-492e-125d-ec7124f182ad,sai-ke,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,2026-05-27,delivered,2026-05-29,139458.64,22313.38,161772.02,KES
SO-2123,94fe56f4-73dc-9f8d-0db4-a784e97fedc4,6744b6de-dee4-492e-125d-ec7124f182ad,sai-ke,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,2026-05-02,delivered,2026-05-04,54682.92,8749.27,63432.19,KES
SO-2124,94fe56f4-73dc-9f8d-0db4-a784e97fedc4,6744b6de-dee4-492e-125d-ec7124f182ad,sai-ke,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,2026-04-07,delivered,2026-04-09,124145.92,19863.35,144009.27,KES
SO-2125,94fe56f4-73dc-9f8d-0db4-a784e97fedc4,6744b6de-dee4-492e-125d-ec7124f182ad,sai-ke,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,2026-03-13,delivered,2026-03-15,101666.79,16266.69,117933.48,KES
SO-2126,94fe56f4-73dc-9f8d-0db4-a784e97fedc4,6744b6de-dee4-492e-125d-ec7124f182ad,sai-ke,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,2026-02-16,delivered,2026-02-18,65090.21,10414.43,75504.64,KES
SO-2127,94fe56f4-73dc-9f8d-0db4-a784e97fedc4,6744b6de-dee4-492e-125d-ec7124f182ad,sai-ke,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,2026-01-22,delivered,2026-01-24,120746.59,19319.45,140066.04,KES
SO-2128,94fe56f4-73dc-9f8d-0db4-a784e97fedc4,6744b6de-dee4-492e-125d-ec7124f182ad,sai-ke,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,2025-12-28,delivered,2025-12-30,155290.62,24846.5,180137.12,KES
SO-2129,94fe56f4-73dc-9f8d-0db4-a784e97fedc4,6744b6de-dee4-492e-125d-ec7124f182ad,sai-ke,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,2025-12-03,delivered,2025-12-05,19107.25,3057.16,22164.41,KES
SO-2130,94fe56f4-73dc-9f8d-0db4-a784e97fedc4,6744b6de-dee4-492e-125d-ec7124f182ad,sai-ke,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,2025-11-08,delivered,2025-11-10,148447.16,23751.55,172198.71,KES
SO-2131,c331d694-9eab-fac3-010e-df895fb6c6c3,0a19ad6e-6628-8099-0a7c-415e45ecf47c,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2026-08-07,delivered,2026-08-09,98345.33,15735.25,114080.58,KES
SO-2132,c331d694-9eab-fac3-010e-df895fb6c6c3,0a19ad6e-6628-8099-0a7c-415e45ecf47c,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2026-07-06,delivered,2026-07-08,94592.12,15134.74,109726.86,KES
SO-2133,c331d694-9eab-fac3-010e-df895fb6c6c3,0a19ad6e-6628-8099-0a7c-415e45ecf47c,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2026-06-04,delivered,2026-06-06,135186.14,21629.78,156815.92,KES
SO-2134,c331d694-9eab-fac3-010e-df895fb6c6c3,0a19ad6e-6628-8099-0a7c-415e45ecf47c,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2026-05-03,delivered,2026-05-05,117088.97,18734.24,135823.21,KES
SO-2135,c331d694-9eab-fac3-010e-df895fb6c6c3,0a19ad6e-6628-8099-0a7c-415e45ecf47c,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2026-04-01,delivered,2026-04-03,95989.33,15358.29,111347.62,KES
SO-2136,c331d694-9eab-fac3-010e-df895fb6c6c3,0a19ad6e-6628-8099-0a7c-415e45ecf47c,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2026-02-28,delivered,2026-03-02,107587.09,17213.93,124801.02,KES
SO-2137,c331d694-9eab-fac3-010e-df895fb6c6c3,0a19ad6e-6628-8099-0a7c-415e45ecf47c,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2026-01-27,delivered,2026-01-29,13487.03,2157.92,15644.95,KES
SO-2138,c331d694-9eab-fac3-010e-df895fb6c6c3,0a19ad6e-6628-8099-0a7c-415e45ecf47c,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2025-12-26,delivered,2025-12-28,25458.41,4073.35,29531.76,KES
SO-2139,c331d694-9eab-fac3-010e-df895fb6c6c3,0a19ad6e-6628-8099-0a7c-415e45ecf47c,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2025-11-24,delivered,2025-11-26,82538.22,13206.12,95744.34,KES
SO-2140,c331d694-9eab-fac3-010e-df895fb6c6c3,0a19ad6e-6628-8099-0a7c-415e45ecf47c,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2025-10-23,delivered,2025-10-25,53035.76,8485.72,61521.48,KES
SO-2141,c331d694-9eab-fac3-010e-df895fb6c6c3,0a19ad6e-6628-8099-0a7c-415e45ecf47c,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2025-09-21,delivered,2025-09-23,46749.56,7479.93,54229.49,KES
SO-2142,c331d694-9eab-fac3-010e-df895fb6c6c3,0a19ad6e-6628-8099-0a7c-415e45ecf47c,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2025-08-20,delivered,2025-08-22,94240.16,15078.43,109318.59,KES
SO-2143,07ea7ec8-6b78-953f-0b66-ad7cd3b3ba4d,7b5a4dd0-2572-e9ef-8052-cadcb331adf8,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2026-08-01,delivered,2026-08-03,119089.03,19054.24,138143.27,KES
SO-2144,07ea7ec8-6b78-953f-0b66-ad7cd3b3ba4d,7b5a4dd0-2572-e9ef-8052-cadcb331adf8,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2026-07-03,delivered,2026-07-05,114984.9,18397.58,133382.48,KES
SO-2145,07ea7ec8-6b78-953f-0b66-ad7cd3b3ba4d,7b5a4dd0-2572-e9ef-8052-cadcb331adf8,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2026-06-04,delivered,2026-06-06,79419.39,12707.1,92126.49,KES
SO-2146,07ea7ec8-6b78-953f-0b66-ad7cd3b3ba4d,7b5a4dd0-2572-e9ef-8052-cadcb331adf8,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2026-05-06,delivered,2026-05-08,64049.79,10247.97,74297.76,KES
SO-2147,07ea7ec8-6b78-953f-0b66-ad7cd3b3ba4d,7b5a4dd0-2572-e9ef-8052-cadcb331adf8,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2026-04-07,delivered,2026-04-09,129421.23,20707.4,150128.63,KES
SO-2148,07ea7ec8-6b78-953f-0b66-ad7cd3b3ba4d,7b5a4dd0-2572-e9ef-8052-cadcb331adf8,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2026-03-09,delivered,2026-03-11,26049.35,4167.9,30217.25,KES
SO-2149,07ea7ec8-6b78-953f-0b66-ad7cd3b3ba4d,7b5a4dd0-2572-e9ef-8052-cadcb331adf8,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2026-02-08,delivered,2026-02-10,71882.38,11501.18,83383.56,KES
SO-2150,07ea7ec8-6b78-953f-0b66-ad7cd3b3ba4d,7b5a4dd0-2572-e9ef-8052-cadcb331adf8,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2026-01-10,delivered,2026-01-12,59979.74,9596.76,69576.5,KES
SO-2151,07ea7ec8-6b78-953f-0b66-ad7cd3b3ba4d,7b5a4dd0-2572-e9ef-8052-cadcb331adf8,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2025-12-12,delivered,2025-12-14,61741.55,9878.65,71620.2,KES
SO-2152,07ea7ec8-6b78-953f-0b66-ad7cd3b3ba4d,7b5a4dd0-2572-e9ef-8052-cadcb331adf8,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2025-11-13,delivered,2025-11-15,103796.63,16607.46,120404.09,KES
SO-2153,07ea7ec8-6b78-953f-0b66-ad7cd3b3ba4d,7b5a4dd0-2572-e9ef-8052-cadcb331adf8,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2025-10-15,delivered,2025-10-17,79813.95,12770.23,92584.18,KES
SO-2154,07ea7ec8-6b78-953f-0b66-ad7cd3b3ba4d,7b5a4dd0-2572-e9ef-8052-cadcb331adf8,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2025-09-16,delivered,2025-09-18,77757.6,12441.22,90198.82,KES
SO-2155,767c0c6f-9fe5-eed6-6962-a4952889f486,1440d33c-a7df-b5ed-7b95-4c9eae780266,sai-ke,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,2026-08-01,delivered,2026-08-03,133874.16,21419.87,155294.03,KES
SO-2156,767c0c6f-9fe5-eed6-6962-a4952889f486,1440d33c-a7df-b5ed-7b95-4c9eae780266,sai-ke,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,2026-07-06,delivered,2026-07-08,70342.48,11254.8,81597.28,KES
SO-2157,767c0c6f-9fe5-eed6-6962-a4952889f486,1440d33c-a7df-b5ed-7b95-4c9eae780266,sai-ke,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,2026-06-10,delivered,2026-06-12,182604.92,29216.79,211821.71,KES
SO-2158,767c0c6f-9fe5-eed6-6962-a4952889f486,1440d33c-a7df-b5ed-7b95-4c9eae780266,sai-ke,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,2026-05-15,delivered,2026-05-17,46283.28,7405.32,53688.6,KES
SO-2159,767c0c6f-9fe5-eed6-6962-a4952889f486,1440d33c-a7df-b5ed-7b95-4c9eae780266,sai-ke,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,2026-04-19,delivered,2026-04-21,52695.5,8431.28,61126.78,KES
SO-2160,767c0c6f-9fe5-eed6-6962-a4952889f486,1440d33c-a7df-b5ed-7b95-4c9eae780266,sai-ke,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,2026-03-24,delivered,2026-03-26,149574.86,23931.98,173506.84,KES
SO-2161,767c0c6f-9fe5-eed6-6962-a4952889f486,1440d33c-a7df-b5ed-7b95-4c9eae780266,sai-ke,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,2026-02-26,delivered,2026-02-28,48453.14,7752.5,56205.64,KES
SO-2162,767c0c6f-9fe5-eed6-6962-a4952889f486,1440d33c-a7df-b5ed-7b95-4c9eae780266,sai-ke,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,2026-01-31,delivered,2026-02-02,81137.32,12981.97,94119.29,KES
SO-2163,767c0c6f-9fe5-eed6-6962-a4952889f486,1440d33c-a7df-b5ed-7b95-4c9eae780266,sai-ke,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,2026-01-05,delivered,2026-01-07,93280.04,14924.81,108204.85,KES
SO-2164,767c0c6f-9fe5-eed6-6962-a4952889f486,1440d33c-a7df-b5ed-7b95-4c9eae780266,sai-ke,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,2025-12-10,delivered,2025-12-12,71021.3,11363.41,82384.71,KES
SO-2165,767c0c6f-9fe5-eed6-6962-a4952889f486,1440d33c-a7df-b5ed-7b95-4c9eae780266,sai-ke,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,2025-11-14,delivered,2025-11-16,92992.68,14878.83,107871.51,KES
SO-2166,767c0c6f-9fe5-eed6-6962-a4952889f486,1440d33c-a7df-b5ed-7b95-4c9eae780266,sai-ke,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,2025-10-19,delivered,2025-10-21,44486.26,7117.8,51604.06,KES
SO-2167,2d88b186-a85b-af34-53ba-732eee247387,513e6e94-8ca7-8a74-88ab-bfec36f3df83,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2026-08-07,delivered,2026-08-09,95679.47,15308.72,110988.19,KES
SO-2168,2d88b186-a85b-af34-53ba-732eee247387,513e6e94-8ca7-8a74-88ab-bfec36f3df83,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2026-07-07,delivered,2026-07-09,53612.68,8578.03,62190.71,KES
SO-2169,2d88b186-a85b-af34-53ba-732eee247387,513e6e94-8ca7-8a74-88ab-bfec36f3df83,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2026-06-06,delivered,2026-06-08,102312.86,16370.06,118682.92,KES
SO-2170,2d88b186-a85b-af34-53ba-732eee247387,513e6e94-8ca7-8a74-88ab-bfec36f3df83,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2026-05-06,delivered,2026-05-08,37858.36,6057.34,43915.7,KES
SO-2171,2d88b186-a85b-af34-53ba-732eee247387,513e6e94-8ca7-8a74-88ab-bfec36f3df83,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2026-04-05,delivered,2026-04-07,82566.16,13210.59,95776.75,KES
SO-2172,2d88b186-a85b-af34-53ba-732eee247387,513e6e94-8ca7-8a74-88ab-bfec36f3df83,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2026-03-05,delivered,2026-03-07,48328.35,7732.54,56060.89,KES
SO-2173,2d88b186-a85b-af34-53ba-732eee247387,513e6e94-8ca7-8a74-88ab-bfec36f3df83,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2026-02-02,delivered,2026-02-04,43869.84,7019.17,50889.01,KES
SO-2174,2d88b186-a85b-af34-53ba-732eee247387,513e6e94-8ca7-8a74-88ab-bfec36f3df83,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2026-01-02,delivered,2026-01-04,67442.78,10790.84,78233.62,KES
SO-2175,2d88b186-a85b-af34-53ba-732eee247387,513e6e94-8ca7-8a74-88ab-bfec36f3df83,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2025-12-02,delivered,2025-12-04,17156.46,2745.03,19901.49,KES
SO-2176,2d88b186-a85b-af34-53ba-732eee247387,513e6e94-8ca7-8a74-88ab-bfec36f3df83,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2025-11-01,delivered,2025-11-03,73984.69,11837.55,85822.24,KES
SO-2177,2d88b186-a85b-af34-53ba-732eee247387,513e6e94-8ca7-8a74-88ab-bfec36f3df83,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2025-10-01,delivered,2025-10-03,121076.71,19372.27,140448.98,KES
SO-2178,2d88b186-a85b-af34-53ba-732eee247387,513e6e94-8ca7-8a74-88ab-bfec36f3df83,sai-ke,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,2025-08-31,delivered,2025-09-02,61027.16,9764.35,70791.51,KES
SO-2179,04c823b4-adac-2af1-e7ad-31e0930ab83a,1b5b6cfd-e39e-d63f-ab83-0b9561ed94b4,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2026-07-22,delivered,2026-07-24,96292.15,15406.74,111698.89,KES
SO-2180,04c823b4-adac-2af1-e7ad-31e0930ab83a,1b5b6cfd-e39e-d63f-ab83-0b9561ed94b4,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2026-06-21,delivered,2026-06-23,75778.37,12124.54,87902.91,KES
SO-2181,04c823b4-adac-2af1-e7ad-31e0930ab83a,1b5b6cfd-e39e-d63f-ab83-0b9561ed94b4,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2026-05-21,delivered,2026-05-23,74282.23,11885.16,86167.39,KES
SO-2182,04c823b4-adac-2af1-e7ad-31e0930ab83a,1b5b6cfd-e39e-d63f-ab83-0b9561ed94b4,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2026-04-20,delivered,2026-04-22,148188.94,23710.23,171899.17,KES
SO-2183,04c823b4-adac-2af1-e7ad-31e0930ab83a,1b5b6cfd-e39e-d63f-ab83-0b9561ed94b4,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2026-03-20,delivered,2026-03-22,56618.69,9058.99,65677.68,KES
SO-2184,04c823b4-adac-2af1-e7ad-31e0930ab83a,1b5b6cfd-e39e-d63f-ab83-0b9561ed94b4,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2026-02-17,delivered,2026-02-19,64410.44,10305.67,74716.11,KES
SO-2185,04c823b4-adac-2af1-e7ad-31e0930ab83a,1b5b6cfd-e39e-d63f-ab83-0b9561ed94b4,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2026-01-17,delivered,2026-01-19,110958.92,17753.43,128712.35,KES
SO-2186,04c823b4-adac-2af1-e7ad-31e0930ab83a,1b5b6cfd-e39e-d63f-ab83-0b9561ed94b4,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2025-12-17,delivered,2025-12-19,158452.65,25352.42,183805.07,KES
SO-2187,04c823b4-adac-2af1-e7ad-31e0930ab83a,1b5b6cfd-e39e-d63f-ab83-0b9561ed94b4,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2025-11-16,delivered,2025-11-18,134913.28,21586.12,156499.4,KES
SO-2188,04c823b4-adac-2af1-e7ad-31e0930ab83a,1b5b6cfd-e39e-d63f-ab83-0b9561ed94b4,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2025-10-16,delivered,2025-10-18,40411.21,6465.79,46877.0,KES
SO-2189,04c823b4-adac-2af1-e7ad-31e0930ab83a,1b5b6cfd-e39e-d63f-ab83-0b9561ed94b4,sai-ke,1e401c64-aea5-9092-c7c7-11e1e0c79b36,2025-09-15,delivered,2025-09-17,148460.68,23753.71,172214.39,KES
SO-2190,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,c058919d-4db0-1616-5f53-a888024a6519,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-07-28,delivered,2026-07-30,54648.8,8743.81,63392.61,TZS
SO-2191,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,c058919d-4db0-1616-5f53-a888024a6519,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-07-04,delivered,2026-07-06,103393.8,16543.01,119936.81,TZS
SO-2192,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,c058919d-4db0-1616-5f53-a888024a6519,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-06-10,delivered,2026-06-12,100791.72,16126.68,116918.4,TZS
SO-2193,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,c058919d-4db0-1616-5f53-a888024a6519,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-05-17,delivered,2026-05-19,45753.96,7320.63,53074.59,TZS
SO-2194,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,c058919d-4db0-1616-5f53-a888024a6519,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-04-23,delivered,2026-04-25,59128.48,9460.56,68589.04,TZS
SO-2195,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,c058919d-4db0-1616-5f53-a888024a6519,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-03-30,delivered,2026-04-01,40780.41,6524.87,47305.28,TZS
SO-2196,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,c058919d-4db0-1616-5f53-a888024a6519,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-03-06,delivered,2026-03-08,30480.18,4876.83,35357.01,TZS
SO-2197,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,c058919d-4db0-1616-5f53-a888024a6519,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-02-10,delivered,2026-02-12,97308.75,15569.4,112878.15,TZS
SO-2198,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,c058919d-4db0-1616-5f53-a888024a6519,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2026-01-17,delivered,2026-01-19,46221.98,7395.52,53617.5,TZS
SO-2199,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,c058919d-4db0-1616-5f53-a888024a6519,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2025-12-24,delivered,2025-12-26,61564.3,9850.29,71414.59,TZS
SO-2200,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,c058919d-4db0-1616-5f53-a888024a6519,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2025-11-30,delivered,2025-12-02,135424.58,21667.93,157092.51,TZS
SO-2201,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,c058919d-4db0-1616-5f53-a888024a6519,sai-tz,c4ce17fe-ee69-e939-ed3c-f7adf6ef4b89,2025-11-06,delivered,2025-11-08,110617.16,17698.75,128315.91,TZS
SO-2202,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,b4d7b2e7-9fd5-5436-a4e5-edf8e2a60e39,sai-ke,b39999e9-ac87-cd22-4751-5e4d2d25ae47,2026-08-05,delivered,2026-08-07,64396.05,10303.37,74699.42,KES
SO-2203,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,b4d7b2e7-9fd5-5436-a4e5-edf8e2a60e39,sai-ke,b39999e9-ac87-cd22-4751-5e4d2d25ae47,2026-07-05,delivered,2026-07-07,25806.83,4129.09,29935.92,KES
SO-2204,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,b4d7b2e7-9fd5-5436-a4e5-edf8e2a60e39,sai-ke,b39999e9-ac87-cd22-4751-5e4d2d25ae47,2026-06-04,delivered,2026-06-06,101616.63,16258.66,117875.29,KES
SO-2205,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,b4d7b2e7-9fd5-5436-a4e5-edf8e2a60e39,sai-ke,b39999e9-ac87-cd22-4751-5e4d2d25ae47,2026-05-04,delivered,2026-05-06,57360.25,9177.64,66537.89,KES
SO-2206,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,b4d7b2e7-9fd5-5436-a4e5-edf8e2a60e39,sai-ke,b39999e9-ac87-cd22-4751-5e4d2d25ae47,2026-04-03,delivered,2026-04-05,58321.15,9331.38,67652.53,KES
SO-2207,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,b4d7b2e7-9fd5-5436-a4e5-edf8e2a60e39,sai-ke,b39999e9-ac87-cd22-4751-5e4d2d25ae47,2026-03-03,delivered,2026-03-05,283836.32,45413.81,329250.13,KES
SO-2208,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,b4d7b2e7-9fd5-5436-a4e5-edf8e2a60e39,sai-ke,b39999e9-ac87-cd22-4751-5e4d2d25ae47,2026-01-31,delivered,2026-02-02,123437.95,19750.07,143188.02,KES
SO-2209,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,b4d7b2e7-9fd5-5436-a4e5-edf8e2a60e39,sai-ke,b39999e9-ac87-cd22-4751-5e4d2d25ae47,2025-12-31,delivered,2026-01-02,182759.58,29241.53,212001.11,KES
