history_id,repair_job_no,stage,entered_at,exited_at,duration_hours,note
09e7f34c-210e-1ed1-5d4f-dd9581f35a5a,RJ-4467,received,2026-06-28,2026-06-28,13,
8e09337a-5a9e-a28e-d0a7-3c0eab638b12,RJ-4467,diagnosed,2026-06-28,2026-06-28,22,
10fde260-902b-9ee8-beca-16951bd8a473,RJ-4467,awaiting_customer_approval,2026-06-28,2026-06-28,8,
651d3110-56a5-8d83-c765-c61f6548f5d9,RJ-4467,awaiting_parts,2026-06-28,2026-06-29,24,
2340552e-1793-5985-744c-8003d6657036,RJ-4467,under_repair,2026-06-29,2026-06-30,25,
f2d24c5a-4797-4f2b-4faf-29a98d3cfce8,RJ-4467,ready_for_collection,2026-06-30,,,
e645010c-349b-5380-cdf8-a72498a4f510,RJ-4468,received,2026-07-25,2026-07-26,30,
8c306dc5-da19-ff6e-f976-75436d220338,RJ-4468,diagnosed,2026-07-26,2026-07-26,17,
9a5598a8-31f8-ac4d-f8bd-ef40c9715d1b,RJ-4468,awaiting_customer_approval,2026-07-26,2026-07-26,21,
d620d37a-56be-1383-27b8-c0c56f50aca0,RJ-4468,awaiting_parts,2026-07-26,2026-07-26,11,
f496d37f-81af-1659-8810-cdab58fdc907,RJ-4468,under_repair,2026-07-26,2026-07-26,21,
416a8346-15dd-a75e-13eb-3e9557cfa2f2,RJ-4468,ready_for_collection,2026-07-26,2026-07-26,14,
ce4ca9f9-b8d1-e1c9-4467-1883b8117d7b,RJ-4468,collected,2026-07-26,,,
60a09118-d29a-f647-a8c9-ea73ee04abe7,RJ-4469,received,2026-07-06,,,
56d61629-51ef-7de9-cb25-7d2c8e443559,RJ-4470,received,2026-06-29,,,
271ef205-fdaa-1cce-ffd3-56976db65d18,RJ-4471,received,2026-07-09,2026-07-09,14,
1f074dc5-f9b8-48ca-6b7f-b36277622376,RJ-4471,diagnosed,2026-07-09,2026-07-09,17,
fd9a1f88-a09e-9399-d912-86779780d0ef,RJ-4471,awaiting_customer_approval,2026-07-09,,,
de37c85d-d53f-acaf-5b47-4fce4f0d2aea,RJ-4472,received,2026-07-21,2026-07-21,17,
a9ef12f9-cf2f-5733-c74a-854071e2baa1,RJ-4472,diagnosed,2026-07-21,2026-07-21,11,
0d0c7ae2-0e65-0828-e8a9-78dfb7fdc02b,RJ-4472,awaiting_customer_approval,2026-07-21,2026-07-21,13,
59509202-e9f2-adc5-c144-2adad556e445,RJ-4472,awaiting_parts,2026-07-21,2026-07-21,17,
45975c2d-2dbf-9a91-1b3b-3ec42f552aaa,RJ-4472,under_repair,2026-07-21,2026-07-21,20,
f42e117f-248e-a8c1-94a9-6e345b5e29fb,RJ-4472,ready_for_collection,2026-07-21,2026-07-21,4,
5670857a-ffc2-d682-f417-d6b930b7da98,RJ-4472,collected,2026-07-21,,,
