invoice_id,order_id,account_id,tenant_id,invoice_date,due_date,amount,amount_paid,status
INV-2193,SO-2193,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,sai-tz,2026-05-17,2026-06-16,53074.59,53074.59,paid
INV-2194,SO-2194,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,sai-tz,2026-04-23,2026-05-23,68589.04,68589.04,paid
INV-2195,SO-2195,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,sai-tz,2026-03-30,2026-04-29,47305.28,47305.28,paid
INV-2196,SO-2196,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,sai-tz,2026-03-06,2026-04-05,35357.01,35357.01,paid
INV-2197,SO-2197,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,sai-tz,2026-02-10,2026-03-12,112878.15,112878.15,paid
INV-2198,SO-2198,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,sai-tz,2026-01-17,2026-02-16,53617.5,53617.5,paid
INV-2199,SO-2199,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,sai-tz,2025-12-24,2026-01-23,71414.59,71414.59,paid
INV-2200,SO-2200,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,sai-tz,2025-11-30,2025-12-30,157092.51,157092.51,paid
INV-2201,SO-2201,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,sai-tz,2025-11-06,2025-12-06,128315.91,128315.91,paid
INV-2202,SO-2202,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,sai-ke,2026-08-05,2026-09-04,74699.42,0,outstanding
INV-2203,SO-2203,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,sai-ke,2026-07-05,2026-08-04,29935.92,29935.92,paid
INV-2204,SO-2204,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,sai-ke,2026-06-04,2026-07-04,117875.29,117875.29,paid
INV-2205,SO-2205,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,sai-ke,2026-05-04,2026-06-03,66537.89,66537.89,paid
INV-2206,SO-2206,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,sai-ke,2026-04-03,2026-05-03,67652.53,67652.53,paid
INV-2207,SO-2207,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,sai-ke,2026-03-03,2026-04-02,329250.13,329250.13,paid
INV-2208,SO-2208,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,sai-ke,2026-01-31,2026-03-02,143188.02,143188.02,paid
INV-2209,SO-2209,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,sai-ke,2025-12-31,2026-01-30,212001.11,212001.11,paid
INV-2210,SO-2210,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,sai-ke,2025-11-30,2025-12-30,100170.65,100170.65,paid
INV-2211,SO-2211,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,sai-ke,2025-10-30,2025-11-29,76844.95,76844.95,paid
INV-2212,SO-2212,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,sai-ke,2025-09-29,2025-10-29,180842.33,180842.33,paid
INV-2213,SO-2213,75891ee8-ff77-b7cc-3ab3-5af3772f7f5a,sai-ke,2025-08-29,2025-09-28,96860.9,96860.9,paid
INV-2214,SO-2214,9d8ade04-d1b3-022b-a213-db5ef2c0b831,sai-ke,2026-07-28,2026-08-27,76128.91,0,outstanding
INV-2215,SO-2215,9d8ade04-d1b3-022b-a213-db5ef2c0b831,sai-ke,2026-07-02,2026-08-01,99818.31,99818.31,paid
INV-2216,SO-2216,9d8ade04-d1b3-022b-a213-db5ef2c0b831,sai-ke,2026-06-06,2026-07-06,134868.4,134868.4,paid
INV-2217,SO-2217,9d8ade04-d1b3-022b-a213-db5ef2c0b831,sai-ke,2026-05-11,2026-06-10,218952.17,218952.17,paid
INV-2218,SO-2218,9d8ade04-d1b3-022b-a213-db5ef2c0b831,sai-ke,2026-04-15,2026-05-15,143109.47,143109.47,paid
INV-2219,SO-2219,9d8ade04-d1b3-022b-a213-db5ef2c0b831,sai-ke,2026-03-20,2026-04-19,126241.29,126241.29,paid
INV-2220,SO-2220,9d8ade04-d1b3-022b-a213-db5ef2c0b831,sai-ke,2026-02-22,2026-03-24,43869.9,43869.9,paid
INV-2221,SO-2221,9d8ade04-d1b3-022b-a213-db5ef2c0b831,sai-ke,2026-01-27,2026-02-26,148919.13,148919.13,paid
INV-2222,SO-2222,9d8ade04-d1b3-022b-a213-db5ef2c0b831,sai-ke,2026-01-01,2026-01-31,264171.52,264171.52,paid
INV-2223,SO-2223,9d8ade04-d1b3-022b-a213-db5ef2c0b831,sai-ke,2025-12-06,2026-01-05,114570.09,114570.09,paid
INV-2224,SO-2224,9d8ade04-d1b3-022b-a213-db5ef2c0b831,sai-ke,2025-11-10,2025-12-10,100712.73,100712.73,paid
INV-2225,SO-2225,9d8ade04-d1b3-022b-a213-db5ef2c0b831,sai-ke,2025-10-15,2025-11-14,133396.09,133396.09,paid
INV-2226,SO-2226,49b3cfd6-582c-702c-b9ae-bd7911f87156,sai-ke,2026-08-04,2026-09-03,46457.98,0,outstanding
INV-2227,SO-2227,49b3cfd6-582c-702c-b9ae-bd7911f87156,sai-ke,2026-07-08,2026-08-07,150964.16,0,outstanding
INV-2228,SO-2228,49b3cfd6-582c-702c-b9ae-bd7911f87156,sai-ke,2026-06-11,2026-07-11,163941.32,163941.32,paid
INV-2229,SO-2229,49b3cfd6-582c-702c-b9ae-bd7911f87156,sai-ke,2026-05-15,2026-06-14,65106.13,65106.13,paid
INV-2230,SO-2230,49b3cfd6-582c-702c-b9ae-bd7911f87156,sai-ke,2026-04-18,2026-05-18,72821.64,72821.64,paid
INV-2231,SO-2231,49b3cfd6-582c-702c-b9ae-bd7911f87156,sai-ke,2026-03-22,2026-04-21,83787.08,83787.08,paid
INV-2232,SO-2232,49b3cfd6-582c-702c-b9ae-bd7911f87156,sai-ke,2026-02-23,2026-03-25,93513.96,93513.96,paid
INV-2233,SO-2233,49b3cfd6-582c-702c-b9ae-bd7911f87156,sai-ke,2026-01-27,2026-02-26,56747.62,56747.62,paid
INV-2234,SO-2234,49b3cfd6-582c-702c-b9ae-bd7911f87156,sai-ke,2025-12-31,2026-01-30,109846.71,109846.71,paid
INV-2235,SO-2235,49b3cfd6-582c-702c-b9ae-bd7911f87156,sai-ke,2025-12-04,2026-01-03,169516.63,169516.63,paid
INV-2236,SO-2236,49b3cfd6-582c-702c-b9ae-bd7911f87156,sai-ke,2025-11-07,2025-12-07,81562.67,81562.67,paid
INV-2237,SO-2237,49b3cfd6-582c-702c-b9ae-bd7911f87156,sai-ke,2025-10-11,2025-11-10,157705.86,157705.86,paid
INV-2238,SO-2238,73a024ee-4954-3236-9f12-654a9e4b07f8,sai-ke,2026-07-24,2026-08-23,28813.02,0,outstanding
INV-2239,SO-2239,73a024ee-4954-3236-9f12-654a9e4b07f8,sai-ke,2026-06-23,2026-07-23,35388.68,35388.68,paid
INV-2240,SO-2240,73a024ee-4954-3236-9f12-654a9e4b07f8,sai-ke,2026-05-23,2026-06-22,114964.51,114964.51,paid
INV-2241,SO-2241,73a024ee-4954-3236-9f12-654a9e4b07f8,sai-ke,2026-04-22,2026-05-22,102615.22,102615.22,paid
INV-2242,SO-2242,73a024ee-4954-3236-9f12-654a9e4b07f8,sai-ke,2026-03-22,2026-04-21,168727.01,168727.01,paid
INV-2243,SO-2243,73a024ee-4954-3236-9f12-654a9e4b07f8,sai-ke,2026-02-19,2026-03-21,72793.58,72793.58,paid
INV-2244,SO-2244,73a024ee-4954-3236-9f12-654a9e4b07f8,sai-ke,2026-01-19,2026-02-18,89525.53,89525.53,paid
INV-2245,SO-2245,73a024ee-4954-3236-9f12-654a9e4b07f8,sai-ke,2025-12-19,2026-01-18,105713.51,105713.51,paid
INV-2246,SO-2246,73a024ee-4954-3236-9f12-654a9e4b07f8,sai-ke,2025-11-18,2025-12-18,80591.65,80591.65,paid
INV-2247,SO-2247,73a024ee-4954-3236-9f12-654a9e4b07f8,sai-ke,2025-10-18,2025-11-17,66780.72,66780.72,paid
INV-2248,SO-2248,73a024ee-4954-3236-9f12-654a9e4b07f8,sai-ke,2025-09-17,2025-10-17,25589.86,25589.86,paid
INV-2249,SO-2249,73a024ee-4954-3236-9f12-654a9e4b07f8,sai-ke,2025-08-17,2025-09-16,51844.58,51844.58,paid
INV-2250,SO-2250,aac19ab6-a142-9f98-39ea-dcc7c5e38c9d,sai-tz,2026-08-02,2026-09-01,83892.64,0,outstanding
INV-2251,SO-2251,aac19ab6-a142-9f98-39ea-dcc7c5e38c9d,sai-tz,2026-07-04,2026-08-03,57984.44,57984.44,paid
INV-2252,SO-2252,aac19ab6-a142-9f98-39ea-dcc7c5e38c9d,sai-tz,2026-06-05,2026-07-05,178399.17,178399.17,paid
INV-2253,SO-2253,aac19ab6-a142-9f98-39ea-dcc7c5e38c9d,sai-tz,2026-05-07,2026-06-06,56508.52,56508.52,paid
INV-2254,SO-2254,aac19ab6-a142-9f98-39ea-dcc7c5e38c9d,sai-tz,2026-04-08,2026-05-08,114289.97,114289.97,paid
INV-2255,SO-2255,aac19ab6-a142-9f98-39ea-dcc7c5e38c9d,sai-tz,2026-03-10,2026-04-09,6932.38,6932.38,paid
INV-2256,SO-2256,aac19ab6-a142-9f98-39ea-dcc7c5e38c9d,sai-tz,2026-02-09,2026-03-11,106013.2,106013.2,paid
INV-2257,SO-2257,aac19ab6-a142-9f98-39ea-dcc7c5e38c9d,sai-tz,2026-01-11,2026-02-10,150464.11,150464.11,paid
INV-2258,SO-2258,aac19ab6-a142-9f98-39ea-dcc7c5e38c9d,sai-tz,2025-12-13,2026-01-12,114873.36,114873.36,paid
INV-2259,SO-2259,aac19ab6-a142-9f98-39ea-dcc7c5e38c9d,sai-tz,2025-11-14,2025-12-14,86886.04,86886.04,paid
INV-2260,SO-2260,aac19ab6-a142-9f98-39ea-dcc7c5e38c9d,sai-tz,2025-10-16,2025-11-15,14976.66,14976.66,paid
INV-2261,SO-2261,aac19ab6-a142-9f98-39ea-dcc7c5e38c9d,sai-tz,2025-09-17,2025-10-17,85684.55,85684.55,paid
INV-2262,SO-2262,15cdfa54-0dd4-f1ab-e9dc-2169d092207a,sai-ke,2026-08-04,2026-09-03,152003.18,0,outstanding
INV-2263,SO-2263,15cdfa54-0dd4-f1ab-e9dc-2169d092207a,sai-ke,2026-07-10,2026-08-09,143964.86,0,outstanding
INV-2264,SO-2264,15cdfa54-0dd4-f1ab-e9dc-2169d092207a,sai-ke,2026-06-15,2026-07-15,87917.35,87917.35,paid
INV-2265,SO-2265,15cdfa54-0dd4-f1ab-e9dc-2169d092207a,sai-ke,2026-05-21,2026-06-20,79366.74,79366.74,paid
INV-2266,SO-2266,15cdfa54-0dd4-f1ab-e9dc-2169d092207a,sai-ke,2026-04-26,2026-05-26,137246.25,137246.25,paid
INV-2267,SO-2267,15cdfa54-0dd4-f1ab-e9dc-2169d092207a,sai-ke,2026-04-01,2026-05-01,74966.5,74966.5,paid
INV-2268,SO-2268,15cdfa54-0dd4-f1ab-e9dc-2169d092207a,sai-ke,2026-03-07,2026-04-06,52754.57,52754.57,paid
INV-2269,SO-2269,15cdfa54-0dd4-f1ab-e9dc-2169d092207a,sai-ke,2026-02-10,2026-03-12,107206.55,107206.55,paid
INV-2270,SO-2270,15cdfa54-0dd4-f1ab-e9dc-2169d092207a,sai-ke,2026-01-16,2026-02-15,110747.68,110747.68,paid
INV-2271,SO-2271,15cdfa54-0dd4-f1ab-e9dc-2169d092207a,sai-ke,2025-12-22,2026-01-21,151966.97,151966.97,paid
INV-2272,SO-2272,15cdfa54-0dd4-f1ab-e9dc-2169d092207a,sai-ke,2025-11-27,2025-12-27,130702.66,130702.66,paid
INV-2273,SO-2273,15cdfa54-0dd4-f1ab-e9dc-2169d092207a,sai-ke,2025-11-02,2025-12-02,182017.62,182017.62,paid
INV-2274,SO-2274,07adceca-7f95-305b-444a-82b96276faf2,sai-tz,2026-08-03,2026-09-02,96693.26,0,outstanding
INV-2275,SO-2275,07adceca-7f95-305b-444a-82b96276faf2,sai-tz,2026-07-02,2026-08-01,48965.72,48965.72,paid
INV-2276,SO-2276,07adceca-7f95-305b-444a-82b96276faf2,sai-tz,2026-05-31,2026-06-30,44174.2,44174.2,paid
INV-2277,SO-2277,07adceca-7f95-305b-444a-82b96276faf2,sai-tz,2026-04-29,2026-05-29,12263.81,12263.81,paid
INV-2278,SO-2278,07adceca-7f95-305b-444a-82b96276faf2,sai-tz,2026-03-28,2026-04-27,6799.27,6799.27,paid
INV-2279,SO-2279,07adceca-7f95-305b-444a-82b96276faf2,sai-tz,2026-02-24,2026-03-26,176224.76,176224.76,paid
INV-2280,SO-2280,07adceca-7f95-305b-444a-82b96276faf2,sai-tz,2026-01-23,2026-02-22,18197.6,18197.6,paid
INV-2281,SO-2281,07adceca-7f95-305b-444a-82b96276faf2,sai-tz,2025-12-22,2026-01-21,95340.61,95340.61,paid
INV-2282,SO-2282,07adceca-7f95-305b-444a-82b96276faf2,sai-tz,2025-11-20,2025-12-20,36556.37,36556.37,paid
INV-2283,SO-2283,07adceca-7f95-305b-444a-82b96276faf2,sai-tz,2025-10-19,2025-11-18,82997.43,82997.43,paid
INV-2284,SO-2284,07adceca-7f95-305b-444a-82b96276faf2,sai-tz,2025-09-17,2025-10-17,45526.54,45526.54,paid
INV-2285,SO-2285,07adceca-7f95-305b-444a-82b96276faf2,sai-tz,2025-08-16,2025-09-15,111650.64,111650.64,paid
INV-2286,SO-2286,33729b60-8b0b-ac69-5da0-6057f4a19148,sai-ke,2026-07-31,2026-08-30,73965.68,0,outstanding
INV-2287,SO-2287,33729b60-8b0b-ac69-5da0-6057f4a19148,sai-ke,2026-06-29,2026-07-29,41737.44,41737.44,paid
INV-2288,SO-2288,33729b60-8b0b-ac69-5da0-6057f4a19148,sai-ke,2026-05-28,2026-06-27,126494.44,126494.44,paid
INV-2289,SO-2289,33729b60-8b0b-ac69-5da0-6057f4a19148,sai-ke,2026-04-26,2026-05-26,75687.68,75687.68,paid
INV-2290,SO-2290,33729b60-8b0b-ac69-5da0-6057f4a19148,sai-ke,2026-03-25,2026-04-24,54341.74,54341.74,paid
INV-2291,SO-2291,33729b60-8b0b-ac69-5da0-6057f4a19148,sai-ke,2026-02-21,2026-03-23,100654.85,100654.85,paid
INV-2292,SO-2292,33729b60-8b0b-ac69-5da0-6057f4a19148,sai-ke,2026-01-20,2026-02-19,64076.58,64076.58,paid
INV-2293,SO-2293,33729b60-8b0b-ac69-5da0-6057f4a19148,sai-ke,2025-12-19,2026-01-18,114705.21,114705.21,paid
INV-2294,SO-2294,33729b60-8b0b-ac69-5da0-6057f4a19148,sai-ke,2025-11-17,2025-12-17,55395.72,55395.72,paid
INV-2295,SO-2295,33729b60-8b0b-ac69-5da0-6057f4a19148,sai-ke,2025-10-16,2025-11-15,107107.08,107107.08,paid
INV-2296,SO-2296,33729b60-8b0b-ac69-5da0-6057f4a19148,sai-ke,2025-09-14,2025-10-14,22112.18,22112.18,paid
INV-2297,SO-2297,e55f68bc-a73a-e9a3-7089-c1b02e0e0e94,sai-tz,2026-08-07,2026-09-06,19032.55,0,outstanding
INV-2298,SO-2298,e55f68bc-a73a-e9a3-7089-c1b02e0e0e94,sai-tz,2026-07-11,2026-08-10,20536.54,0,outstanding
INV-2299,SO-2299,e55f68bc-a73a-e9a3-7089-c1b02e0e0e94,sai-tz,2026-06-14,2026-07-14,24412.35,24412.35,paid
INV-2300,SO-2300,e55f68bc-a73a-e9a3-7089-c1b02e0e0e94,sai-tz,2026-05-18,2026-06-17,21225.37,21225.37,paid
INV-2301,SO-2301,e55f68bc-a73a-e9a3-7089-c1b02e0e0e94,sai-tz,2026-04-21,2026-05-21,11247.43,11247.43,paid
INV-2302,SO-2302,e55f68bc-a73a-e9a3-7089-c1b02e0e0e94,sai-tz,2026-03-25,2026-04-24,89890.01,89890.01,paid
INV-2303,SO-2303,e55f68bc-a73a-e9a3-7089-c1b02e0e0e94,sai-tz,2026-02-26,2026-03-28,62683.04,62683.04,paid
INV-2304,SO-2304,e55f68bc-a73a-e9a3-7089-c1b02e0e0e94,sai-tz,2026-01-30,2026-03-01,57743.77,57743.77,paid
INV-2305,SO-2305,e55f68bc-a73a-e9a3-7089-c1b02e0e0e94,sai-tz,2026-01-03,2026-02-02,124873.99,124873.99,paid
INV-2306,SO-2306,e55f68bc-a73a-e9a3-7089-c1b02e0e0e94,sai-tz,2025-12-07,2026-01-06,110995.71,110995.71,paid
INV-2307,SO-2307,e55f68bc-a73a-e9a3-7089-c1b02e0e0e94,sai-tz,2025-11-10,2025-12-10,61687.96,61687.96,paid
INV-2308,SO-2308,e55f68bc-a73a-e9a3-7089-c1b02e0e0e94,sai-tz,2025-10-14,2025-11-13,64351.37,64351.37,paid
INV-2309,SO-2309,26e918e8-5d7f-2dd9-b7d4-f81e963d9690,sai-ke,2026-08-09,2026-09-08,56767.86,0,outstanding
INV-2310,SO-2310,26e918e8-5d7f-2dd9-b7d4-f81e963d9690,sai-ke,2026-07-09,2026-08-08,186966.99,0,outstanding
INV-2311,SO-2311,26e918e8-5d7f-2dd9-b7d4-f81e963d9690,sai-ke,2026-06-08,2026-07-08,95196.86,95196.86,paid
INV-2312,SO-2312,26e918e8-5d7f-2dd9-b7d4-f81e963d9690,sai-ke,2026-05-08,2026-06-07,195400.97,195400.97,paid
INV-2313,SO-2313,26e918e8-5d7f-2dd9-b7d4-f81e963d9690,sai-ke,2026-04-07,2026-05-07,110332.41,110332.41,paid
INV-2314,SO-2314,26e918e8-5d7f-2dd9-b7d4-f81e963d9690,sai-ke,2026-03-07,2026-04-06,41735.23,41735.23,paid
INV-2315,SO-2315,26e918e8-5d7f-2dd9-b7d4-f81e963d9690,sai-ke,2026-02-04,2026-03-06,111519.02,111519.02,paid
INV-2316,SO-2316,26e918e8-5d7f-2dd9-b7d4-f81e963d9690,sai-ke,2026-01-04,2026-02-03,134720.85,134720.85,paid
INV-2317,SO-2317,26e918e8-5d7f-2dd9-b7d4-f81e963d9690,sai-ke,2025-12-04,2026-01-03,65336.55,65336.55,paid
INV-2318,SO-2318,26e918e8-5d7f-2dd9-b7d4-f81e963d9690,sai-ke,2025-11-03,2025-12-03,90255.26,90255.26,paid
INV-2319,SO-2319,26e918e8-5d7f-2dd9-b7d4-f81e963d9690,sai-ke,2025-10-03,2025-11-02,100249.61,100249.61,paid
INV-2320,SO-2320,26e918e8-5d7f-2dd9-b7d4-f81e963d9690,sai-ke,2025-09-02,2025-10-02,85171.45,85171.45,paid
INV-2321,SO-2321,279e0f97-abdc-f275-6a39-ad4f0903cc4f,sai-ke,2026-07-24,2026-08-23,116321.15,0,outstanding
INV-2322,SO-2322,279e0f97-abdc-f275-6a39-ad4f0903cc4f,sai-ke,2026-06-24,2026-07-24,158085.97,158085.97,paid
INV-2323,SO-2323,279e0f97-abdc-f275-6a39-ad4f0903cc4f,sai-ke,2026-05-25,2026-06-24,103321.2,103321.2,paid
INV-2324,SO-2324,279e0f97-abdc-f275-6a39-ad4f0903cc4f,sai-ke,2026-04-25,2026-05-25,165022.48,165022.48,paid
INV-2325,SO-2325,279e0f97-abdc-f275-6a39-ad4f0903cc4f,sai-ke,2026-03-26,2026-04-25,148600.54,148600.54,paid
INV-2326,SO-2326,279e0f97-abdc-f275-6a39-ad4f0903cc4f,sai-ke,2026-02-24,2026-03-26,121204.33,121204.33,paid
INV-2327,SO-2327,279e0f97-abdc-f275-6a39-ad4f0903cc4f,sai-ke,2026-01-25,2026-02-24,186400.75,186400.75,paid
INV-2328,SO-2328,279e0f97-abdc-f275-6a39-ad4f0903cc4f,sai-ke,2025-12-26,2026-01-25,127204.21,127204.21,paid
INV-2329,SO-2329,279e0f97-abdc-f275-6a39-ad4f0903cc4f,sai-ke,2025-11-26,2025-12-26,60182.33,60182.33,paid
INV-2330,SO-2330,279e0f97-abdc-f275-6a39-ad4f0903cc4f,sai-ke,2025-10-27,2025-11-26,24693.82,24693.82,paid
INV-2331,SO-2331,279e0f97-abdc-f275-6a39-ad4f0903cc4f,sai-ke,2025-09-27,2025-10-27,40758.11,40758.11,paid
INV-2332,SO-2332,279e0f97-abdc-f275-6a39-ad4f0903cc4f,sai-ke,2025-08-28,2025-09-27,96484.14,96484.14,paid
INV-2333,SO-2333,749a986b-fac7-0a30-9406-0ffa15f00b5f,sai-ke,2026-08-05,2026-09-04,104864.78,0,outstanding
INV-2334,SO-2334,749a986b-fac7-0a30-9406-0ffa15f00b5f,sai-ke,2026-07-08,2026-08-07,185454.64,0,outstanding
INV-2335,SO-2335,749a986b-fac7-0a30-9406-0ffa15f00b5f,sai-ke,2026-06-10,2026-07-10,102614.19,102614.19,paid
INV-2336,SO-2336,749a986b-fac7-0a30-9406-0ffa15f00b5f,sai-ke,2026-05-13,2026-06-12,42448.63,42448.63,paid
INV-2337,SO-2337,749a986b-fac7-0a30-9406-0ffa15f00b5f,sai-ke,2026-04-15,2026-05-15,208509.68,208509.68,paid
INV-2338,SO-2338,749a986b-fac7-0a30-9406-0ffa15f00b5f,sai-ke,2026-03-18,2026-04-17,216270.04,216270.04,paid
INV-2339,SO-2339,749a986b-fac7-0a30-9406-0ffa15f00b5f,sai-ke,2026-02-18,2026-03-20,73415.47,73415.47,paid
INV-2340,SO-2340,749a986b-fac7-0a30-9406-0ffa15f00b5f,sai-ke,2026-01-21,2026-02-20,108104.17,108104.17,paid
INV-2341,SO-2341,749a986b-fac7-0a30-9406-0ffa15f00b5f,sai-ke,2025-12-24,2026-01-23,55701.09,55701.09,paid
INV-2342,SO-2342,749a986b-fac7-0a30-9406-0ffa15f00b5f,sai-ke,2025-11-26,2025-12-26,169997.65,169997.65,paid
INV-2343,SO-2343,749a986b-fac7-0a30-9406-0ffa15f00b5f,sai-ke,2025-10-29,2025-11-28,96851.68,96851.68,paid
INV-2344,SO-2344,749a986b-fac7-0a30-9406-0ffa15f00b5f,sai-ke,2025-10-01,2025-10-31,199855.45,199855.45,paid
INV-2345,SO-2345,2c23a856-3538-fbd6-1db5-7ec38bda420f,sai-tz,2026-08-05,2026-09-04,129502.67,0,outstanding
INV-2346,SO-2346,2c23a856-3538-fbd6-1db5-7ec38bda420f,sai-tz,2026-07-10,2026-08-09,85598.55,0,outstanding
INV-2347,SO-2347,2c23a856-3538-fbd6-1db5-7ec38bda420f,sai-tz,2026-06-14,2026-07-14,70118.33,70118.33,paid
INV-2348,SO-2348,2c23a856-3538-fbd6-1db5-7ec38bda420f,sai-tz,2026-05-19,2026-06-18,88153.14,88153.14,paid
INV-2349,SO-2349,2c23a856-3538-fbd6-1db5-7ec38bda420f,sai-tz,2026-04-23,2026-05-23,88816.59,88816.59,paid
INV-2350,SO-2350,2c23a856-3538-fbd6-1db5-7ec38bda420f,sai-tz,2026-03-28,2026-04-27,30565.47,30565.47,paid
INV-2351,SO-2351,2c23a856-3538-fbd6-1db5-7ec38bda420f,sai-tz,2026-03-02,2026-04-01,136295.15,136295.15,paid
INV-2352,SO-2352,2c23a856-3538-fbd6-1db5-7ec38bda420f,sai-tz,2026-02-04,2026-03-06,55136.01,55136.01,paid
INV-2353,SO-2353,2c23a856-3538-fbd6-1db5-7ec38bda420f,sai-tz,2026-01-09,2026-02-08,91768.92,91768.92,paid
INV-2354,SO-2354,2c23a856-3538-fbd6-1db5-7ec38bda420f,sai-tz,2025-12-14,2026-01-13,54701.88,54701.88,paid
INV-2355,SO-2355,2c23a856-3538-fbd6-1db5-7ec38bda420f,sai-tz,2025-11-18,2025-12-18,77136.51,77136.51,paid
INV-2356,SO-2356,2c23a856-3538-fbd6-1db5-7ec38bda420f,sai-tz,2025-10-23,2025-11-22,130948.94,130948.94,paid
INV-2357,SO-2357,9fa38338-87f1-32ce-9c34-465c521dbb7a,sai-ke,2026-08-07,2026-09-06,124320.1,0,outstanding
INV-2358,SO-2358,9fa38338-87f1-32ce-9c34-465c521dbb7a,sai-ke,2026-07-09,2026-08-08,168794.93,0,outstanding
INV-2359,SO-2359,9fa38338-87f1-32ce-9c34-465c521dbb7a,sai-ke,2026-06-10,2026-07-10,99360.3,99360.3,paid
INV-2360,SO-2360,9fa38338-87f1-32ce-9c34-465c521dbb7a,sai-ke,2026-05-12,2026-06-11,195122.93,195122.93,paid
INV-2361,SO-2361,9fa38338-87f1-32ce-9c34-465c521dbb7a,sai-ke,2026-04-13,2026-05-13,47874.2,47874.2,paid
INV-2362,SO-2362,9fa38338-87f1-32ce-9c34-465c521dbb7a,sai-ke,2026-03-15,2026-04-14,238394.8,238394.8,paid
INV-2363,SO-2363,9fa38338-87f1-32ce-9c34-465c521dbb7a,sai-ke,2026-02-14,2026-03-16,189778.98,189778.98,paid
INV-2364,SO-2364,9fa38338-87f1-32ce-9c34-465c521dbb7a,sai-ke,2026-01-16,2026-02-15,54096.07,54096.07,paid
INV-2365,SO-2365,9fa38338-87f1-32ce-9c34-465c521dbb7a,sai-ke,2025-12-18,2026-01-17,119970.4,119970.4,paid
INV-2366,SO-2366,9fa38338-87f1-32ce-9c34-465c521dbb7a,sai-ke,2025-11-19,2025-12-19,111427.41,111427.41,paid
INV-2367,SO-2367,9fa38338-87f1-32ce-9c34-465c521dbb7a,sai-ke,2025-10-21,2025-11-20,87179.17,87179.17,paid
INV-2368,SO-2368,9fa38338-87f1-32ce-9c34-465c521dbb7a,sai-ke,2025-09-22,2025-10-22,72335.86,72335.86,paid
INV-2369,SO-2369,936cdb97-44f2-e321-63ee-ca2307d8efd1,sai-tz,2026-08-10,2026-09-09,162933.94,0,outstanding
INV-2370,SO-2370,936cdb97-44f2-e321-63ee-ca2307d8efd1,sai-tz,2026-07-13,2026-08-12,162845.76,0,outstanding
INV-2371,SO-2371,936cdb97-44f2-e321-63ee-ca2307d8efd1,sai-tz,2026-06-15,2026-07-15,56528.61,56528.61,paid
INV-2372,SO-2372,936cdb97-44f2-e321-63ee-ca2307d8efd1,sai-tz,2026-05-18,2026-06-17,73769.56,73769.56,paid
INV-2373,SO-2373,936cdb97-44f2-e321-63ee-ca2307d8efd1,sai-tz,2026-04-20,2026-05-20,99550.19,99550.19,paid
INV-2374,SO-2374,936cdb97-44f2-e321-63ee-ca2307d8efd1,sai-tz,2026-03-23,2026-04-22,175178.83,175178.83,paid
INV-2375,SO-2375,936cdb97-44f2-e321-63ee-ca2307d8efd1,sai-tz,2026-02-23,2026-03-25,94107.99,94107.99,paid
INV-2376,SO-2376,936cdb97-44f2-e321-63ee-ca2307d8efd1,sai-tz,2026-01-26,2026-02-25,73283.77,73283.77,paid
INV-2377,SO-2377,936cdb97-44f2-e321-63ee-ca2307d8efd1,sai-tz,2025-12-29,2026-01-28,8387.11,8387.11,paid
INV-2378,SO-2378,936cdb97-44f2-e321-63ee-ca2307d8efd1,sai-tz,2025-12-01,2025-12-31,124122.81,124122.81,paid
INV-2379,SO-2379,936cdb97-44f2-e321-63ee-ca2307d8efd1,sai-tz,2025-11-03,2025-12-03,72328.68,72328.68,paid
INV-2380,SO-2380,936cdb97-44f2-e321-63ee-ca2307d8efd1,sai-tz,2025-10-06,2025-11-05,46787.72,46787.72,paid
INV-2381,SO-2381,582d92d4-ad2a-1d55-12bb-547d1f333a42,sai-tz,2026-08-03,2026-09-02,65681.74,0,outstanding
INV-2382,SO-2382,582d92d4-ad2a-1d55-12bb-547d1f333a42,sai-tz,2026-07-09,2026-08-08,72099.38,0,outstanding
INV-2383,SO-2383,582d92d4-ad2a-1d55-12bb-547d1f333a42,sai-tz,2026-06-14,2026-07-14,84099.37,84099.37,paid
INV-2384,SO-2384,582d92d4-ad2a-1d55-12bb-547d1f333a42,sai-tz,2026-05-20,2026-06-19,60177.8,60177.8,paid
